1 AllReduceParallel 9458 9096 1.0398
2 Pipeline 44128 27899 1.58171
3 NQueensPar 3585 4733 0.757448
4 MontyPiParallel 3913 5930 0.659865
5 KMeansScalar 181064 189181 0.957094
6 Histogram 1234 4835 0.255222
7 MergeSort 2393 7376 0.324431
8 Stream 58115 69359 0.837887
9 Prefix 2005 7859 0.255122
10 UTS 7892 98639 0.0800089
11 IDEA 1734 4989 0.347565
12 SOR 754515 33001 22.8634
13 Stencil 68004 55131 1.2335
14 Series 4730 10849 0.435985
15 RayTrace 22645 25549 0.886336
16 LUFact 50713 73021 0.694499
17 SparseMatMul 6686 9333 0.716383
18 Geometric-Mean 1 1 0.695792
