1 AllReduceParallel 8834 9598 0.9204
2 Pipeline 74058 43805 1.69063
3 Convolve 76635 44299 1.72995
4 NQueensPar 3011 4336 0.694419
5 MontyPiParallel 343156 330035 1.03976
6 KMeansScalar 77755 85843 0.905781
7 Histogram 1418 3628 0.390849
8 MergeSort 2031 7063 0.287555
9 Stream 12490 14952 0.83534
10 Prefix 2295 6967 0.32941
11 UTS 166009 49800 3.33351
12 IDEA 1188 4557 0.260698
13 SOR 331581 15362 21.5845
14 Stencil 19365 4555 4.25137
15 Series 81581 83523 0.976749
16 RayTrace 70738 73252 0.96568
17 LUFact 45333 55417 0.818034
18 SparseMatMul 97570 117429 0.830885
19 Geometric-Mean 1 1 1.05852
